,content,sentiment
19970,musashis great rep go kitaro,neutral
19971,strawberry margaritas bake stuff shrimp,happiness
19972,that s do already one proof there s nothing fair world httpbitly10uemq,sadness
19973,call win,neutral
19974,dinner grandma since could mum,surprise
19975,today soo fun happy bday chrissy 3,fun
19976,geez one time row patience good thing come patience lol wish could sleepover,sadness
19977,thank sigjeans,neutral
19978,nah mine one without finger,happiness
19979,agfest pretty awesome load people lol,happiness
19980,that s terrible,boredom
19981,awe wit snap finger n nod head ur rain go lolthxs hit afterwards,neutral
19982,fav since little gon na storm,neutral
19983,head feel like go explode,worry
19984,lol can not drink,surprise
19985,i be morning lol know have not sleep,relief
19986,yeah thx figure,happiness
19987,dentist chick hot that s plus,happiness
19988,wow 5 pm roll around really fast accomplish one thing list today,worry
19989,wait email probably never arrive ed later consti study hopeless bumming,worry
19990,kickboxing class today pretty bummed still go work hard httpmylocme1zt0,worry
19991,hope great friend california miss,love
19992,hey day,neutral
19993,white acidentally leave colour,worry
19994,fun hon ooh look poet,relief
19995,unfortunately see spread poo,worry
19996,lovely day mama cuppy,worry
19997,see look icon theme btw,neutral
19998,wish mothers happy mothers day,love
19999,wake sink ship photography exhibition online please look,love
20000,dear oh dear,neutral
20001,good morning rsa twitterverse please send happy vibe cheerfulness today i be feel little sad,happiness
20002,love ignore except yell love life,love
20003,hello taylor wan na say i have already vote 4 u think 5 time haha,fun
20004,ow look painful poor bb,worry
20005,miss ya boyfriend gon na see ya br tt ny,worry
20006,happy mothers day,love
20007,guess get dress pretty,empty
20008,omg i be back know week brother take laptop mexico could online,happiness
20009,mallorca want play guitar come home i be go buy mcfly dvd first,happiness
20010,work suck another 8 hour shift 30 dollar show need new job,neutral
20011,issayin happy mothers day 2 everyone,love
20012,hallelujah i have finally finish career assignment feel finish task great idea maybe lol,relief
20013,2 day without sleep migraine think life postr 01 mean relax,sadness
20014,font huge small font rock sock,hate
20015,new top httptinyurlcomcyd3pp,neutral
20016,indeed much fail,worry
20017,byebye,neutral
20018,thankus,enthusiasm
20019,hey esmee u,neutral
20020,i would happy that s friday do not work tomorrow blah,hate
20021,aww ty sjust bummer watch conversation,relief
20022,wan na single rest life,worry
20023,cry like baby put cat 2 year ago tear happiness watch httpbitlyqlwbe,worry
20024,ugh people fancy trips italy i be slave away computer,neutral
20025,miss mojokin go long enough comment weekend,sadness
20026,long weekend look forward end may,love
20027,think i be pay attention type thing bout hit bush pretend purple,worry
20028,happy 545 wake call morning go grumpy later,worry
20029,think tea somewhere probably old though,worry
20030,lets play russian roulette,fun
20031,good morning go kickbutt day,happiness
20032,chicago 8 20 land xoxo,neutral
20033,thank gourmetcook cold shower would help,sadness
20034,hear regina girls song les deux think u 2 come back 2 mc miss u,sadness
20035,happy juday tom,happiness
20036,venessa,surprise
20037,yay new computer fiddle,happiness
20038,mask whops,neutral
20039,mo lol copy lastfm thing look good,worry
20040,graduate 9 a.m. sunday june 14th,happiness
20041,always feel sickly wake well get busy day ahead yippe,sadness
20042,want play parachute game,fun
20043,twitter know photography run also popular photography blog,neutral
20044,french paper,neutral
20045,i be youbeen till 56 last night,neutral
20046,wow almost get involve big fight school ah anyways text go causin house plus game crazy,worry
20047,fight club 10th anniversary reenact nice tattoos httpimgsuicidegirlscommediaalbums65713576658166jpg,happiness
20048,eh barry loltweet deck like prehistoric lol,happiness
20049,emergency radio iphone awesome listen johnson county sheriff live scanner stream,neutral
20050,pretty tired go movie decide i be poope,empty
20051,first thing say mean new album really good second thing break persian,love
20052,anyone update photowalkingutah google calendar photowalk look like i have miss,worry
20053,i be lose without laptop break today make even bad 2 big boss skipton show today,worry
20054,hey dude i be finish lullaby dude see pic w long hair umm let say keep short ha,neutral
20055,free unlimited ringtones usa awesome 4 iphone,neutral
20056,know take us long get around yes takeaway seafood delivery forget get menu,neutral
20057,i be sleeping,boredom
20058,congratulation award totally deserve,love
20059,nan,worry
20060,teach people beauty twitter,love
20061,mix dentist appt afternoon reschedule tomorrow 9 a.m.,neutral
20062,happy see kurt spin,happiness
20063,fun time concert almost get picture taylor momsen freakin next line leave,happiness
20064,dave thank play happy birthday nkotb today bday lonely bday today,happiness
20065,btw smile everytime see ur smile face ur profile grin damn ur cute,love
20066,think may break purchase us donot know call,worry
20067,watch online last 8 episode s5,worry
20068,sad get see rica leave later today,worry
20069,love ca swing 11 would likely evening tweetup future,neutral
20070,jungle book mary poppins bug life depend want cartoon live action cgi,neutral
20071,middle irish sea absent elk brother newcastle come love newcastle,neutral
20072,finished dinner yummy,relief
20073,wifes teacher spend lot time indoor try take stress admin may write often,neutral
20074,darn keep forget darn dms,sadness
20075,feel like nerd say new star trek look kinda cool may see haha let know go,neutral
20076,530 evening sunset time,happiness
20077,aw remind get ready ball,love
20078,much tweetie jive look tweetie ca use either iphone,neutral
20079,i be enjoy sunday much parent revision like sunday,fun
20080,school 8 a.m. 7 p.m. keone chonie class good day,relief
20081,much good food mother day i be complain seafood durian puff macaron yum,happiness
20082,oh time real,neutral
20083,i be really consider moment day even money hard work though ca imagine harder,love
20084,3 people stop follow something say,worry
20085,ah thank appreciate,neutral
20086,picnic table cruet set,neutral
20087,yeah actually go room look counter,neutral
20088,app say need 121 5 later,love
20089,eat pringle nearly 1 really remind tour jonas brother ask miss much,neutral
20090,raj squad,empty
20091,need shipping forecast inland,surprise
20092,dm email addy n ill fwd dem 2 ya,neutral
20093,anyone know site like swedish site slse great useful wtflgovuk liverpool,love
20094,oh see like morning right happy breakfast thumb,surprise
20095,wish nah babe back home atl,sadness
20096,glad like,happiness
20097,fun,fun
20098,gon na brekkie get ready,neutral
20099,bo dario let tk get hair cut,sadness
20100,do not close i be pretty sure ill cry school year though weill cry,worry
20101,tonight,worry
20102,catch damn,neutral
20103,homework,neutral
20104,night,neutral
20105,alcohol make tired miss want much hurt,worry
20106,lucien kerk one church vocalist,neutral
20107,lovely couple day friend wolverhampton least weather improve last day today call tomorrow,love
20108,gon na go brother show still feel like poo,sadness
20109,girlfriend still like sesame st,fun
20110,make breakfast bf go sears pass driver test stay minh lil sauna spa aunt uncle mom finally home,relief
20111,miss sunshine try stay awake 2 hour sleep,neutral
20112,open office writer weird need word open word document correctly,hate
20113,mine matter i be phone,empty
20114,enjoy nola definitely one favorite city world please beignet chocolate,happiness
20115,tha bus,neutral
20116,hey everybody hah day cool get back walk dog omgosh send link please,happiness
20117,thankfully still,surprise
20118,fix favourite 180 heel fall 4 wear,sadness
20119,always think scuba diving would give entirely new perspective world chicken u help,worry
20120,wtf twitter do not support message phone want able twit vacay poo twitter,worry
20121,spanish crap,sadness
20122,couple od day time nee get sleep night night peace,fun
20123,congratulationskeep us post thing go,happiness
20124,aww sorry ot hear least work though,worry
20125,morning trish fun today,neutral
20126,hope something relatively minor easy heal ca stand furbabie get sick,worry
20127,picture burn taylor swift great song,happiness
20128,sam sean tease say gon na get wing without,anger
20129,hmm okayy i be really sorry hear thikn would do,worry
20130,ok cute time,love
20131,english half conversation english anyway fii mushkila maa al modem wa al router,neutral
20132,glad feel abit better think mine may nearly go xd,relief
20133,morne fancy coffee,happiness
20134,way view,neutral
20135,ugh i be definitely go sick come go suck,worry
20136,last night chicago make one record book wrigley likely see,love
20137,hand hurt,worry
20138,stare sunshine office window,happiness
20139,hope u enjoy back feel much well god 120 amheade bed god late good night,worry
20140,look forward mandarin album hope come singapore,happiness
20141,eat zippys candace,love
20142,i be nauseous need yogurt something,worry
20143,wan na go prom one day wish u go 2 prom even though i be guybut thatwouldmake 1of myfriend happy,happiness
20144,nice,love
20145,get really windy,worry
20146,home lose baseball game 1 friggin point i be gon na scrap,sadness
20147,welcome,neutral
20148,haha dork sound yummy share,neutral
20149,cry school year will not get see teacher will not get see johnathan,worry
20150,thank glad agree wth follow policy,happiness
20151,yes yes,neutral
20152,what s much listen music i be tx,neutral
20153,i be drawne email,hate
20154,yes make want well person think mention continue i be still evil tho,enthusiasm
20155,work 1030 lame,neutral
20156,uh finally home completely wipe,sadness
20157,work ill watch later even though,worry
20158,tomorrow mother day good food present mom good back go junction cool people ollie,love
20159,ah finally home comfy bed goodnight,relief
20160,bad celtic yeah hope redsox well good morning btw,worry
20161,hahahahaha rember rip william picture one claire mag beat zoe,happiness
20162,i be go miss khyy much,neutral
20163,damn long shift tonight really sleep i be tired nice talk jon work get ta love boy,love
20164,picture pretty day fb,happiness
20165,followfriday thank much i be behind still half,love
20166,ugh i be sleepy think i be still kinda sick,worry
20167,run thing tweet wish could get reply come philippines twet,worry
20168,soetimes envy spend whole live one place deep root grass side syndrome,worry
20169,thank great weekend,happiness
20170,sunbathe today look like lobster feel like someone burn alive,sadness
20171,feel today go amazing,happiness
20172,eat poutine listening mitch hedburg,neutral
20173,yeah price use market hasselblad even close way use hold value shame,sadness
20174,class,neutral
20175,i be sad take suit b c know i be go get wear one long time,sadness
20176,alright back twitt decompression happy monday folk what s good word,neutral
20177,try one,neutral
20178,wish mommies happy day,love
20179,font connoisseur totally relate dude heart go,worry
20180,people work stress,anger
20181,super stressful day ca sleepglad find sweet take time make stranger feel good,worry
20182,omg wake sleep 3hrs arm aching hurt bad,surprise
20183,oh apple trend topic xd yay apple,happiness
20184,hulu work canada,neutral
20185,stand curler burn burn hand pick,sadness
20186,i be ground til tomorrow sorry anyone make plan it will tomorrow annoyed httpplurkcompx332r,neutral
20187,dream well world come someone could live word dude,happiness
20188,haha love,happiness
20189,light depression pay extra bill last year taxis must find country tax low 56,sadness
20190,i be jerk ca go dammit frank suck bad,sadness
20191,wonder earth new tool,surprise
20192,i be i have always prob prioritize ahead,worry
20193,want point youtube subscribers tom felton think may make happy,worry
20194,laptop grow speaker watch charlie sound,happiness
20195,sb 239k flop q 9 4 player check turn 9 check call 200 bet river brick check call trip 9 k kick show a9,worry
20196,omg want full jb hey baby song,neutral
20197,jamess go,neutral
20198,feel,sadness
20199,11 monthsback twitter,neutral
20200,i be sure think really see couple month back naia shy approach 4 pic,worry
20201,welcome math really favorite thing also useful,neutral
20202,reminders good speak posture check awhile,enthusiasm
20203,wool time top cote,fun
20204,source say,neutral
20205,much want see screen adaptation kick ass find nick cage heart sink,fun
20206,tink whatever f k mean jkuk girl show us love xx,worry
20207,laptop poope new harddrive need use dhs old pc maybe offline damn bsod happen many time safe mode,worry
20208,cry way final episode er previously er documentary,sadness
20209,thank much follow muse much gratitude wish magnificent productive start day,happiness
20210,glass empty someone dear fetch another,love
20211,happy almost mother day,love
20212,play game help bore,empty
20213,down glass ginger ale relish early evening bed say lifetime,fun
20214,oop mean say boston red sox instead red sux tampa bay ray instead devil ray previous post old habit,neutral
20215,bad do not either,worry
20216,last day senior bye bff,sadness
20217,barry gibb talk show,neutral
20218,sore throat that s suck,surprise
20219,whistle work lame lol,happiness
20220,ya love free night catch dvr show antm comeha ha,love
20221,get ready work,neutral
20222,i be even situation i be sad i be sorry that s really sucky,worry
20223,maybe people would start look us like where s waldo where s ckc,empty
20224,tinternet blackberry fooke check tweet whether phill take request,worry
20225,damn hate weather shit suck want go tonight n mess like,hate
20226,must miss 940 sure ill make,love
20227,hate bff groundedd bo,sadness
20228,one favorite musician artist ever please keep great work john,anger
20229,finally finish catch blog mention wedding detail tell point httpdisqus11w,neutral
20230,that s good hear morning,happiness
20231,oh well could always borrow burn buddy lol,neutral
20232,nan,neutral
20233,sound like plan,neutral
20234,nan,worry
20235,cd know heart really tal think intro country music,worry
20236,look forward gig ireland see ya,love
20237,thee mall,neutral
20238,awesome,surprise
20239,chicken noodle soup make lunch feel better burn tongue good day,surprise
20240,think enrol school fashion art sofa style studio makati kikayness eto,neutral
20241,feel like bad flu yes bad flu,worry
20242,man joel amazing uncovering little truth hide surface thank,love
20243,think i be go go lobby get either starbuck perhaps ice cream,enthusiasm
20244,aw that s fun take something,worry
20245,look cute sunburned baby,love
20246,go downstairs coffee socialising wow 416 give time french later,surprise
20247,it will worth wait i be busting gut,neutral
20248,back tafe bowling hour,neutral
20249,do geology i be really miss favorite sister especially ca go banquet tonight,sadness
20250,thank come late yes chance hear,worry
20251,i be still awake coulndt go back sleep,worry
20252,karine ruby former olympic snowboard champion die 31 httpbitlyukrbg,worry
20253,anybody want throw baseball around,neutral
20254,i be think dawn shoot carlingford lough sun right place time year involve early rise tho,fun
20255,need serious cheering,worry
20256,curry shrimp yesterday lol love seafood,love
20257,man get iphone i be jealous,surprise
20258,make wisconsin golden corral dang lol miss graduation tho dang,relief
20259,,neutral
20260,oop get take,worry
20261,be not uk fan fav people,surprise
20262,ugh i be tired waitin bus good morning,sadness
20263,one tell mutual admiration society meeting morning lol hi boy,fun
20264,weekend haha yeah i be free oh satish share us oh day friday sit,fun
20265,late thing last night curiosity overload,neutral
20266,ok want quit job,sadness
20267,aw take care babe do not aim get ill dm u addy,neutral
20268,haha problem fun,happiness
20269,perth lol wish,neutral
20270,muahahahhahaha well maybe think i be crazy something scare yet though,fun
20271,,neutral
20272,get outta work frankie house,neutral
20273,hi california cool budapest hungary cold cloudy today usually hot summer,neutral
20274,link work,sadness
20275,play man utdkick 1945 champions league 2nd leglol,fun
20276,back grimsby suck bein back amazin wknd anyway,neutral
20277,back graduation two doctor family,neutral
20278,accounting homework nicely get 50p project 3,love
20279,asap kid asleep car seat arianna take us need pay vs bill,sadness
20280,move half balcony anymore get great miniherb garden window sill though,surprise
20281,yeah do several time dumeril boa times w prob wonder hognose need big food,worry
20282,new comment jowki wish time blog often httpcligszzre1p,worry
20283,count crow table mountain casino event center near fresno july 19,neutral
20284,omg i be soo excited i have wait ever since see 5th one midnight night,happiness
20285,good friend come excited,love
20286,i be glad throw tantrum go know well enough yet apologetic darn,worry
20287,abuse service manual follower management pain love style,worry
20288,soo excited pasadena seminarif find confermation email,worry
20289,hey girl what s r u gon na today,neutral
20290,make breakfast todayhappy mothers day,neutral
20291,do not make sad agree tho need sas magical lyric,sadness
20292,nicky land 10 p.m. like 1040 get home ugh will not fish fry leave anyways,surprise
20293,time germany go fast 2 day leave hopefully move soon,neutral
20294,forget power cable home today,worry
20295,yeah drop bike yesterdayleg get catch enginebike get mark mind i be try avoid stair lol,relief
20296,happy mothers day mother especially mine enjoy ya day mother,love
20297,big crush pink know i be alive,love
20298,work day finally relax miss,relief
20299,oh dang drag hell come today man wish remember would go see,sadness
20300,runny nose ca breathe terrible feeling,sadness
20301,yeah,worry
20302,sunny morning big k lawn mow 2 mile run attempt urgh,sadness
20303,miss,sadness
20304,twpp still nw trend topic,neutral
20305,well interesting attempt commute work exactly plan end thoughgreat,happiness
20306,apology fix hurt feeling kev anyway ill get u next time c u,worry
20307,playin itchy fun,neutral
20308,want guitar hero world tour soo bad,worry
20309,wish right,neutral
20310,wow phone blow tweet day i be home ghost town guess ill chore apt go bed,surprise
20311,wan na go outside anything maybe write later,worry
20312,know feel good morning mate,neutral
20313,wednesday ill get government paycheck like swap money,neutral
20314,signup dojo workshop munich end today hurry,neutral
20315,ca grandma probably phone get aim,sadness
20316,good idea ill remove old receipt tissue paper nonsense take pic,worry
20317,lurve,worry
20318,new twitt new supernatural i be 1 day old 0 jst order 1st season seein 1 gud random ep lastnte,happiness
20319,appreciated uni email helpful,surprise
20320,weekend go great,happiness
20321,monday blue today,happiness
20322,know heck space time bgt bore,neutral
20323,well blow sorry cut short will not work do not get say bye goodnight guy thx watch love u guy,love
20324,follow friday thing work real follower,neutral
20325,anytime lol i be reading stuff,neutral
20326,i be gon na miss guy much thank make 5 year senior school amazing,happiness
20327,graandmas house havee leave 3,sadness
20328,paul scanlon share god word morning he s sound bit hoarse perhaps touch cold wo hold pastor back,happiness
20329,4 a.m. i be beach pretty,worry
20330,back town mac crash better,worry
20331,hey please reply ca call i be mexico know code love,worry
20332,2nd last episode jay leno it will never nite twitter,neutral
20333,would think pre would afraid punk,empty
20334,like demi like la la land forget like ashley tisdale,surprise
20335,oowwhy wisdom tooth hurt much,sadness
20336,thank follow,love
20337,tonights art show success,happiness
20338,live harlem say sure far pollution part nyc i have live,worry
20339,guitar almost say swim phew,worry
20340,scared dalek dw exhibition cardiff,sadness
20341,java working hmph ca upload photo facebook,worry
20342,sting,neutral
20343,try take 2 jail sissy apparently warrant agg town yeah shock hell outta 2 lmao yeah right,worry
20344,i be go fafsa form today hope help ann arbor detroit metro area computer art design,neutral
20345,morning world x sunday already think i be guna chill house 2day,neutral
20346,ass ass lol,happiness
20347,butwhy,neutral
20348,panera lunch aww,empty
20349,aw that s jusawdid get start like,surprise
20350,82 degree gorgeous i be stuck library midterm 2 hour lame,worry
20351,ya get twitt somebody sayin look like gon na rain west coast be not outside yet,neutral
20352,really bad head ache gon na go bed may back maybe bye bye,worry
20353,waited long buy pink ticket go nose bleed sad take binocular,worry
20354,think related size depend structure system hard relay tweet worth blogge good question,neutral
20355,omg lg kc910 touchscreen fone pile shite roll new contract 18 month,hate
20356,hate say cla really press conference something today,worry
20357,ayy okay nice see kanina like hair,surprise
20358,aha bangbroscom psshh nigga onionbootycom,fun
20359,also travel backpacking hope enjoy pic video,neutral
20360,panasonic chargersorry,sadness
20361,i be sorry think stick least compare use look like,surprise
20362,inherent humility,love
20363,comp delete half app,surprise
20364,ugh leg still cramp panic attack outside ulu morning bloody hurt,worry
20365,want see friend httpplurkcompwxnwa,love
20366,lol true,neutral
20367,plus go clash ugly betty channel 4 show season 3 next month well gr,empty
20368,ayee watcha,neutral
20369,dad know get drunk today do not get trouble,relief
20370,i be 20 believe i have try i be ginger freckle join face that s get bottle cancer,worry
20371,ftsk mercy mercedes amazing tonight always,happiness
20372,pool party inform,worry
20373,dangwhen plant thorny bush ouchno kitty hug today,empty
20374,fun viper room tomorrow night know fam attendance support y all,fun
20375,ca take,neutral
20376,good morning sexy twitter how s y all i be gd like 749 n still wan na sleep,enthusiasm
20377,act like 5 year old,relief
20378,way short stack sway sway sway sway baby song,neutral
20379,miss new version glade debian,worry
20380,listen demi lovato finish new song,love
20381,lose please help find good home,worry
20382,good morning hazel caffeineshot,happiness
20383,bit disappointed killers jonathan ross he s sexy hell though,hate
20384,fun invite hhs group,fun
20385,morning lou housework i be church,worry
20386,follow back,surprise
20387,hope feel better alone talk ready go bed i be alone,relief
20388,busy busy bee wish 2 laundry worst,hate
20389,okay new jonas episode awesome,happiness
20390,glad i be finally do final,surprise
20391,i be ad another week visa work,neutral
20392,scan childhood photo hahah soo fun,love
20393,everyone,surprise
20394,lose peacock chick morning,sadness
20395,go shower want smell school tomorrow,neutral
20396,ill teleport straight,relief
20397,today dan buy bio dome reality bite soundtrack needless say get mayjah point also tummy happy boo,sadness
20398,never like boy jerm,hate
20399,i be pretty bored,sadness
20400,good morning i be woke mothers day,neutral
20401,thank retweet man quiet sunday morning how s,love
20402,give ultimatum think gon na go way want,worry
20403,aw say pic exist anymore,worry
20404,love justin timberlake host snl hilarious,love
20405,tomorrow roomie go,sadness
20406,finished break dawn last night manage finish 800 page 3 day good i be sad i be do w twilight saga,relief
20407,bored make mother day card,love
20408,argh interested time maybe ca go maybe,fun
20409,ets genital magic glowing finger,neutral
20410,bubbletweet,neutral
20411,six hour leave 15,relief
20412,thank bro i be awake already,love
20413,chick,neutral
20414,c excuse love bein comfy,love
20415,notice men kid store sit head church sing choir 1st 2nd services,neutral
20416,monday morning could exist hot tea,fun
20417,beautiful day shame i have get spend office,sadness
20418,would easy user manual enough claim bike,neutral
20419,morning back,neutral
20420,get home talk,neutral
20421,bad day office horrendous mood national act like idiotic buffoon day today noone bother tell,sadness
20422,love vintage booksold book shopping morning,love
20423,think go longg weekend 3 day kind,neutral
20424,gutted ca get ticket pink,hate
20425,people skill,neutral
20426,make huge revelation dish everyone leave totally forget hate happen,hate
20427,sorry hear already much plan weekend i would consider go,sadness
20428,jane really sad probably wo get perfect tonight quiz without miss article ask someone,worry
20429,receive mothers day card lovely daughter wish happy mother day httptrimkwk9,love
20430,thank opendns saving comcast crappy dns server internet back par finally,fun
20431,love see,love
20432,sorry everybody apparently twitter send update,worry
20433,headed beach puppy maverick hug much aloha,happiness
20434,listen teddy picker see grabbed seem,sadness
20435,graduate today,neutral
20436,happy mothers day mom take load least day,love
20437,oh wait wrong state,sadness
20438,see he s beautiful,neutral
20439,good shit homie hahahahaha that s i be talkin,relief
20440,hm middle zombiemaking day work dunno jazz would help,worry
20441,trend topic happy star wars day,neutral
20442,thank love btw happy mothers day mom,love
20443,well twitter even work phone anymore,hate
20444,tomorrow night would definitely work,neutral
20445,u never send carrie ur asshole asshole miss,sadness
20446,love ever know,love
20447,someone come havelunch,love
20448,like positivity may change carr crazyb dog lady when s math test x,worry
20449,work around house boo,neutral
20450,coast many people know love nicci,love
20451,good morning sunshine sleepytown sleepy,happiness
20452,thank yes sudden downpour seem rather freakish really end summer philippine,surprise
20453,nan,neutral
20454,sowwy 2 get 630 morning,worry
20455,stupid bipolar weather ruin day,worry
20456,may 4th hahahaha never get old,happiness
20457,everyone set away msn nobody talk,sadness
20458,em get big list today hubby work weekend go us think,happiness
20459,today day twitterlandhouse closing begin 11 get start move 3 new place,happiness
20460,actually would prefer check,worry
20461,ca wait hear evp cute picture,love
20462,maybe could drill hole lol oh snap sorry could resist,happiness
20463,thought may interested see who s view photo,worry
20464,blatently fault shove bag say feel much trick xx,sadness
20465,sometimes wish hair back,sadness
20466,play puppy,happiness
20467,head gym group guy use go quitwell except brandon make terribly sad,sadness
20468,800 curtain two rug make bathe exciting hahaha,happiness
20469,facebook page ill email picture bang like ill blame kitty,neutral
20470,drunkfda twitter lone favorite hobby 3 drunk profession,happiness
20471,poor babys get first booboo cause lol httptwitpiccom673vt,happiness
20472,arsenal shirt,neutral
20473,seriously addict talk people haha love care ca tell otherwise jerk,neutral
20474,hurts sunshine weekend get play that s sad,sadness
20475,whole life come thisincredibly amazing,happiness
20476,u,neutral
20477,swa pet good news owner bad news people w allergy need fly less sad many know,sadness
20478,receive mothers day card lovely daughter wish happy mother day httptrimkwk9,love
20479,thank head ethan watch,happiness
20480,good afternoon hope great week,enthusiasm
20481,try finish assignmentplease god help finish,boredom
20482,love pink care today shall tweet hardcore work jamie nice day everyone xloser,worry
20483,ok guess need actual work long 5 pm oh may ditch early,worry
20484,bif come far enough south,worry
20485,thank well,happiness
20486,oh garlic juice that s disgustinggr,hate
20487,hospital unnerve wait doc flipping thru magazine,worry
20488,ugh do not hit ok lol jk u do,sadness
20489,happy mothers day,love
20490,today go relax like hope,worry
20491,lol usually always bn well tho old r ur kid,love
20492,say hi buy shot lol jk,neutral
20493,cheek bakery close crazy williamsburg support infinite boutique w bad clothe one decent place 4 scone,empty
20494,want conversation use email mailing list i be convince 140 char less reply conversation,worry
20495,lmao i be glad i be one,fun
20496,get ready lay pool,happiness
20497,ill drink shotdrinksaturday,fun
20498,start new diet today want get fat besides almost bathe suit season lol,worry
20499,thank nick mean lot come designer caliber symphonycms,neutral
20500,would lime lemon deal sound fabulous text back,happiness
20501,congratulation check one list,love
20502,drivein srsly jealous never ever one one rd longer operational,enthusiasm
20503,watch jonas brothers special sky movie,neutral
20504,lol yeah unfollowed bkuz jokein bwt somethn n quess take serious,surprise
20505,morning i be sell 13 million quid worth pproperty well hope owe drink commission,relief
20506,hey u forget,neutral
20507,graces funzen magic mood tool keep cool pool real life,fun
20508,raid leader make us run drill practice switching,worry
20509,think apple store good buy guy want,neutral
20510,aus fshionwk zimmermann illionare dhini gail sorronda romance bear lisa ho cassette societylove tutu balmain ispire,love
20511,say muttering,neutral
20512,appear i be go home tomorrowand good thing,worry
20513,really want puppy,love
20514,happy mothers day mamas greatful appreciate mama,love
20515,actually think i be mean feel sorry,worry
20516,back e nice doctor diagnose ligament damage feel could still 5k run may take 10 day heal,worry
20517,really suck feel bad least wake eight,sadness
20518,maybe u get coffee machine new desk seem appropriate,neutral
20519,lol check video new minute maid commercial httptinyurlcomcplt7p,fun
20520,woe definitely fun travel first class bike fight way 7 coach til reach seat,empty
20521,btw wimp,sadness
20522,hi teach chinese lesson youtube feel free look wyoutubecomchineselearn,fun
20523,welcome,happiness
20524,son surgery yesterday mommy son time wo long today,relief
20525,still take call next talk get disconnect get,worry
20526,u get ta say,neutral
20527,depressed good friend piss,hate
20528,i be fully obsess burritos enchilado style mom do not wan na go tho,neutral
20529,first time live get little pop taskbar say one file corrupt need run chkdisk,worry
20530,air breathe like pill know kind thing make change daniel odonnell jim reeves,neutral
20531,sun back could kind weather last january february like jacket,happiness
20532,app finally face truth lack time never able achieve goal life,relief
20533,aw suck maybe youtube somewhere,empty
20534,10min brake wrrkk 1106 1116,boredom
20535,,worry
20536,lol since get twitter little ago seem like load people set account,neutral
20537,crash drive alone besides ca crash get ta work lol,worry
20538,go picnic dad atleast persaude idea walk cycling yum special k,love
20539,tonights tv view bgt hignfy reggie perrin will not tweet however minic hide ipod,fun
20540,think i be super excite week,fun
20541,feelin really awful mono sux much omglistening music,sadness
20542,oh ok think go nut maybe pass way back,worry
20543,hernia hurt way usual tonight way i be able go,sadness
20544,epic writing fail ew go try sleep,neutral
20545,work freakin computer try save stuff harddrive seem fail miserably,sadness
20546,alrightt,relief
20547,i be go bed fun drunk one see ya,worry
20548,happy mothers day mother include mom,love
20549,stunning weather today afternoon could ask better,love
20550,last night suck many bad dream spider rogue octupi,worry
20551,get home kitty door wait,love
20552,bad net issue wed could broadcast tonight tho tune new anthem bad mix,sadness
20553,know lold,fun
20554,good morning go bed feel already morninggoe fast go gym soon nice day,neutral
20555,ahh big scary bug fly around room,worry
20556,sometimes plug 240 fix problem,neutral
20557,bo senior yearbook suck thank memories bhs,sadness
20558,sorry hear 365,worry
20559,well ya gettin lol love frm ireland,love
20560,everything nothing hm,sadness
20561,see shoot star make wish,surprise
20562,website i be develop let also share video document map event later music,happiness
20563,festive be not hehe,happiness
20564,buy good chocolate magazine later ill play comanche 4 good saturday,neutral
20565,sweeny todd deadset one good movie time,surprise
20566,may snob friendfollower ratio 6,sadness
20567,hope c fix right,worry
20568,james battle everything kind lovehate relationship,sadness
20569,manage find bottle pimms weather go,happiness
20570,know want easy please glad mention,worry
20571,thanks yay guild,love
20572,feel like lose puppy without phone,worry
20573,another week another org change discussion,worry
20574,finish homework bo,happiness
20575,every right feel like crazy fanboy jason mraz james morrison jealousy tangible,fun
20576,u know wut devy dev sure suck have i would weekend r go miserable 3 week drink 4 plz,hate
20577,know something wrong guy confirm thank pic,neutral
20578,ca believe drive way back schoolwhatever happy mothers day mommy precious candis granny,relief
20579,stomach ache ah,worry
20580,hear brendan dj party boat weekend,neutral
20581,fight migraine medication almost work,relief
20582,lol consider recent debate dl i be touch bad boy thing like logical one,happiness
20583,that s weird see myspace page without delete page though,neutral
20584,busy wowsa okay pizza gon na sorry,empty
20585,ok darl suggest mua tracie weaver shell make decision,neutral
20586,viendo wolverine,neutral
20587,mom everywhere stop get good night sleep tomorrow children turn pamper enjoy day,love
20588,leavin bc racist starts cryin,sadness
20589,try get sale job,worry
20590,haha ill run suitable moment,enthusiasm
20591,special happy mothers day mommy,love
20592,gon na go aiden girl go scarlet,surprise
20593,right order static ip set apologize,worry
20594,take horse pill hope get sleep tonight,worry
20595,wellity think i be going to gon na clean room gay need read good book sense sensibility come beat lily,worry
20596,that s right totally forget might till august though great summer,surprise
20597,glad nice gray sky rainy wisconsin,love
20598,darn one slip right finger,sadness
20599,hang roomie adore 4 gentleman live great people good talk discuss boy issue,happiness
20600,hi hope ray k please give love hope return soon hope bad,worry
20601,yeah think depend least i be get free ill miss sk though,neutral
20602,cry omg fed pain,sadness
20603,try work,neutral
20604,get 8 today also miss friend,worry
20605,that s exactly prefer give money play outside house stupid internet connection always ruin instance wow,worry
20606,answer detailed question via twitter difficult challange get everything less 140 charactre,worry
20607,new twitter friend say follower,neutral
20608,morning well excited dancing park today good wo cmon venue xx,fun
20609,lol good morning run 4 mille hit gym great day,happiness
